product_id,product_name,transport_method,cost_per_unit,fixed_cost,supplier_id
10411932,"Smart Balance Vegetable Oil Bottle, 48 fl oz",Air,7.07,163.64,591
690599074,"Marketside Sunflower Bacon Crunch Chopped Salad Kit, 10.6 oz",Truck,1.75,129.67,592
690599074,"Marketside Sunflower Bacon Crunch Chopped Salad Kit, 10.6 oz",Train,1.31,198.36,593
690599074,"Marketside Sunflower Bacon Crunch Chopped Salad Kit, 10.6 oz",Air,5.82,77.67,594
132339871,"Marketside Creamy Cauliflower Parmesan Soup, 16 oz, (Fresh Deli Soup)",Truck,1.13,48.27,595
132339871,"Marketside Creamy Cauliflower Parmesan Soup, 16 oz, (Fresh Deli Soup)",Train,2.3,180.2,596
132339871,"Marketside Creamy Cauliflower Parmesan Soup, 16 oz, (Fresh Deli Soup)",Air,5.05,148.57,597
10291485,"WESSON Pure & Cholesterol Free Canola Oil, 48 fl oz.",Truck,1.46,131.06,598
10291485,"WESSON Pure & Cholesterol Free Canola Oil, 48 fl oz.",Train,1.3,164.21,599
10291485,"WESSON Pure & Cholesterol Free Canola Oil, 48 fl oz.",Air,5.63,63.12,600
983033941,"Marketside Creamy Tomato Bisque, 16 oz, (Fresh Deli Soup)",Truck,2.13,112.73,601
983033941,"Marketside Creamy Tomato Bisque, 16 oz, (Fresh Deli Soup)",Train,1.61,37.89,602
983033941,"Marketside Creamy Tomato Bisque, 16 oz, (Fresh Deli Soup)",Air,8.22,50.61,603
147046935,"Chosen Foods 100% Pure Avocado Oil, 25.4 fl oz., Bottle",Truck,1.7,118.5,604
147046935,"Chosen Foods 100% Pure Avocado Oil, 25.4 fl oz., Bottle",Train,1.18,187.89,605
147046935,"Chosen Foods 100% Pure Avocado Oil, 25.4 fl oz., Bottle",Air,9.17,150.23,606
13893729,"Marketside Classic Iceberg Salad, 12 oz",Truck,1.15,187.12,607
13893729,"Marketside Classic Iceberg Salad, 12 oz",Train,0.87,97.56,608
13893729,"Marketside Classic Iceberg Salad, 12 oz",Air,5.25,144.53,609
119335091,"Great Value Organic Extra Virgin Olive Oil, 51 fl oz",Truck,1.26,31.22,610
119335091,"Great Value Organic Extra Virgin Olive Oil, 51 fl oz",Train,2.13,185.17,611
119335091,"Great Value Organic Extra Virgin Olive Oil, 51 fl oz",Air,8.62,70.1,612
148584389,"Panera Bread Baked Potato Soup, 16 OZ Soup Cup (Gluten Free)",Truck,1.29,108.75,613
148584389,"Panera Bread Baked Potato Soup, 16 OZ Soup Cup (Gluten Free)",Train,2.34,61.95,614
148584389,"Panera Bread Baked Potato Soup, 16 OZ Soup Cup (Gluten Free)",Air,7.54,172.74,615
10451543,"Great Value Corn Oil, 48 fl oz",Truck,3.0,43.02,616
10451543,"Great Value Corn Oil, 48 fl oz",Train,1.93,25.49,617
10451543,"Great Value Corn Oil, 48 fl oz",Air,8.58,56.35,618
165223637,"Taylor Farms Caesar Salad with Chicken & Bacon, 5.75 oz (Deli Salad Bowl)",Truck,2.94,62.39,619
165223637,"Taylor Farms Caesar Salad with Chicken & Bacon, 5.75 oz (Deli Salad Bowl)",Train,1.13,25.36,620
165223637,"Taylor Farms Caesar Salad with Chicken & Bacon, 5.75 oz (Deli Salad Bowl)",Air,5.59,40.04,621
963616170,"Marketside Chicken Noodle Soup, 16 oz, (Fresh Deli Soup)",Truck,1.77,73.75,622
963616170,"Marketside Chicken Noodle Soup, 16 oz, (Fresh Deli Soup)",Train,1.35,37.53,623
963616170,"Marketside Chicken Noodle Soup, 16 oz, (Fresh Deli Soup)",Air,4.25,44.83,624
51630343,"Great Value Organic Extra Virgin Olive Oil, 17 fl oz",Truck,2.39,124.2,625
51630343,"Great Value Organic Extra Virgin Olive Oil, 17 fl oz",Train,1.19,162.6,626
51630343,"Great Value Organic Extra Virgin Olive Oil, 17 fl oz",Air,6.45,122.34,627
409668151,"Marketside Asian Chopped Salad Kit, 10.6 oz",Truck,2.7,105.23,628
409668151,"Marketside Asian Chopped Salad Kit, 10.6 oz",Train,1.98,35.97,629
409668151,"Marketside Asian Chopped Salad Kit, 10.6 oz",Air,4.76,118.83,630
591678282,"California Olive Ranch 100% California Medium Extra Virgin Olive Oil, 16.9 fl oz",Truck,1.17,183.44,631
591678282,"California Olive Ranch 100% California Medium Extra Virgin Olive Oil, 16.9 fl oz",Train,2.16,189.94,632
591678282,"California Olive Ranch 100% California Medium Extra Virgin Olive Oil, 16.9 fl oz",Air,8.15,181.17,633
457636025,"Marketside Loaded Potato Soup, 16 oz, (Fresh Deli Soup)",Truck,2.69,97.7,634
457636025,"Marketside Loaded Potato Soup, 16 oz, (Fresh Deli Soup)",Train,1.28,119.56,635
457636025,"Marketside Loaded Potato Soup, 16 oz, (Fresh Deli Soup)",Air,7.67,112.3,636
10312412,"Orville Redenbacher's Popping & Topping Buttery Flavored Oil, 16 Oz",Truck,1.09,89.58,637
10312412,"Orville Redenbacher's Popping & Topping Buttery Flavored Oil, 16 Oz",Train,0.99,24.55,638
10312412,"Orville Redenbacher's Popping & Topping Buttery Flavored Oil, 16 Oz",Air,6.55,53.02,639
244663920,"Marketside Caesar Salad with Chicken, 6.25 oz",Truck,1.53,149.12,640
244663920,"Marketside Caesar Salad with Chicken, 6.25 oz",Train,1.86,59.12,641
244663920,"Marketside Caesar Salad with Chicken, 6.25 oz",Air,6.21,55.66,642
10292276,"Bertolli Extra Light Tasting Olive Oil, 25.36 fl oz",Truck,1.06,186.91,643
10292276,"Bertolli Extra Light Tasting Olive Oil, 25.36 fl oz",Train,2.17,97.09,644
10292276,"Bertolli Extra Light Tasting Olive Oil, 25.36 fl oz",Air,7.54,195.47,645
26543475,"Marketside Caesar Salad Kit Family Size, 17.8 oz",Truck,1.74,45.22,646
26543475,"Marketside Caesar Salad Kit Family Size, 17.8 oz",Train,1.04,187.12,647
26543475,"Marketside Caesar Salad Kit Family Size, 17.8 oz",Air,9.07,133.86,648
572737346,"Marketside New England Clam Chowder, 16 oz, (Fresh Deli Soup)",Truck,2.19,95.1,649
572737346,"Marketside New England Clam Chowder, 16 oz, (Fresh Deli Soup)",Train,1.15,130.75,650
572737346,"Marketside New England Clam Chowder, 16 oz, (Fresh Deli Soup)",Air,5.6,171.53,651
10293013,"LouAna Peanut Oil, 128.0 FL OZ",Truck,1.24,95.02,652
10293013,"LouAna Peanut Oil, 128.0 FL OZ",Train,1.75,117.81,653
10293013,"LouAna Peanut Oil, 128.0 FL OZ",Air,9.15,70.81,654
488410707,"Marketside Chicken Tortilla Soup, 16 oz, (Fresh Deli Soup)",Truck,2.5,187.46,655
488410707,"Marketside Chicken Tortilla Soup, 16 oz, (Fresh Deli Soup)",Train,1.0,133.04,656
488410707,"Marketside Chicken Tortilla Soup, 16 oz, (Fresh Deli Soup)",Air,4.54,150.29,657
49951857,Pompeian Smooth Extra Virgin Olive Oil - 32 fl oz,Truck,1.82,140.93,658
49951857,Pompeian Smooth Extra Virgin Olive Oil - 32 fl oz,Train,1.63,41.62,659
49951857,Pompeian Smooth Extra Virgin Olive Oil - 32 fl oz,Air,8.02,101.7,660
658271288,"Taylor Farms Apple & Walnut Salad with Chicken, 5.5 oz (Deli Salad Bowl)",Truck,1.73,178.0,661
658271288,"Taylor Farms Apple & Walnut Salad with Chicken, 5.5 oz (Deli Salad Bowl)",Train,1.45,178.93,662
658271288,"Taylor Farms Apple & Walnut Salad with Chicken, 5.5 oz (Deli Salad Bowl)",Air,6.89,125.26,663
535864229,"Great Value Refined Avocado Oil, 25.5 fl oz",Truck,1.7,37.03,664
535864229,"Great Value Refined Avocado Oil, 25.5 fl oz",Train,1.21,36.23,665
535864229,"Great Value Refined Avocado Oil, 25.5 fl oz",Air,7.01,26.65,666
194070982,"Freshness Guaranteed Original Macaroni Salad, 32 oz",Truck,1.95,198.92,667
194070982,"Freshness Guaranteed Original Macaroni Salad, 32 oz",Train,2.19,144.04,668
194070982,"Freshness Guaranteed Original Macaroni Salad, 32 oz",Air,9.47,86.96,669
255015882,Taylor Farms Chef Salad with Ham and Chicken (Fresh Deli Salad),Truck,1.15,144.07,670
255015882,Taylor Farms Chef Salad with Ham and Chicken (Fresh Deli Salad),Train,1.61,59.08,671
255015882,Taylor Farms Chef Salad with Ham and Chicken (Fresh Deli Salad),Air,5.63,33.85,672
39362660,"California Olive Ranch Medium Smooth & Balanced Extra Virgin Olive Oil, 47.3 fl oz",Truck,2.96,36.4,673
39362660,"California Olive Ranch Medium Smooth & Balanced Extra Virgin Olive Oil, 47.3 fl oz",Train,1.68,69.39,674
39362660,"California Olive Ranch Medium Smooth & Balanced Extra Virgin Olive Oil, 47.3 fl oz",Air,9.04,139.77,675
868677741,"Marketside Creamy Chicken & Wild Rice Soup, 16 oz, (Fresh Deli Soup)",Truck,2.84,169.44,676
868677741,"Marketside Creamy Chicken & Wild Rice Soup, 16 oz, (Fresh Deli Soup)",Train,1.04,83.08,677
868677741,"Marketside Creamy Chicken & Wild Rice Soup, 16 oz, (Fresh Deli Soup)",Air,8.57,135.59,678
106771091,"Great Value Organic Unrefined Virgin Coconut Oil, 29 fl oz",Truck,1.62,190.16,679
106771091,"Great Value Organic Unrefined Virgin Coconut Oil, 29 fl oz",Train,1.68,166.1,680
106771091,"Great Value Organic Unrefined Virgin Coconut Oil, 29 fl oz",Air,8.7,41.52,681
692756088,"Marketside Ranch Cobb Salad with Chicken & Bacon, (Fresh Deli Salad)",Truck,2.76,111.79,682
692756088,"Marketside Ranch Cobb Salad with Chicken & Bacon, (Fresh Deli Salad)",Train,0.84,56.54,683
692756088,"Marketside Ranch Cobb Salad with Chicken & Bacon, (Fresh Deli Salad)",Air,7.08,67.72,684
647462356,"Marketside Cobb Salad with Turkey & Uncured Bacon, 7.25 oz",Truck,2.27,171.29,685
647462356,"Marketside Cobb Salad with Turkey & Uncured Bacon, 7.25 oz",Train,2.08,47.95,686
647462356,"Marketside Cobb Salad with Turkey & Uncured Bacon, 7.25 oz",Air,5.93,46.13,687
471254264,"Freshness Guaranteed White Meat Chicken Salad with Cranberries, Celery, and Pecans, 12 oz",Truck,1.91,37.86,688
471254264,"Freshness Guaranteed White Meat Chicken Salad with Cranberries, Celery, and Pecans, 12 oz",Train,2.46,114.13,689
471254264,"Freshness Guaranteed White Meat Chicken Salad with Cranberries, Celery, and Pecans, 12 oz",Air,9.49,90.23,690
435860721,"Freshness Guaranteed Deviled Egg Potato Salad, 16 oz",Truck,1.2,31.75,691
435860721,"Freshness Guaranteed Deviled Egg Potato Salad, 16 oz",Train,1.37,149.33,692
435860721,"Freshness Guaranteed Deviled Egg Potato Salad, 16 oz",Air,4.72,28.14,693
748710581,"Marketside Chef Salad with Uncured Ham and Turkey, 7.25 oz",Truck,1.59,32.33,694
748710581,"Marketside Chef Salad with Uncured Ham and Turkey, 7.25 oz",Train,1.12,136.45,695
748710581,"Marketside Chef Salad with Uncured Ham and Turkey, 7.25 oz",Air,7.01,130.92,696
222136101,"Freshness Guaranteed Rotisserie Seasoned White Meat Chicken Salad, 12 oz",Truck,2.91,191.71,697
222136101,"Freshness Guaranteed Rotisserie Seasoned White Meat Chicken Salad, 12 oz",Train,1.25,81.3,698
222136101,"Freshness Guaranteed Rotisserie Seasoned White Meat Chicken Salad, 12 oz",Air,9.96,25.56,699
117750696,"Taylor Farms American Style Pasta Salad, 9.75 oz, (Deli Salad Bowl)",Truck,2.49,75.88,700
117750696,"Taylor Farms American Style Pasta Salad, 9.75 oz, (Deli Salad Bowl)",Train,2.47,198.76,701
117750696,"Taylor Farms American Style Pasta Salad, 9.75 oz, (Deli Salad Bowl)",Air,5.73,72.68,702
825580634,"Marketside Cranberry Walnut Salad, 4.5 oz",Truck,2.92,81.6,703
825580634,"Marketside Cranberry Walnut Salad, 4.5 oz",Train,2.01,87.12,704
825580634,"Marketside Cranberry Walnut Salad, 4.5 oz",Air,8.16,186.79,705
174600820,"Freshness Guaranteed Original Macaroni Salad, 16 oz",Truck,2.65,179.94,706
174600820,"Freshness Guaranteed Original Macaroni Salad, 16 oz",Train,1.99,113.75,707
174600820,"Freshness Guaranteed Original Macaroni Salad, 16 oz",Air,7.97,190.29,708
160581633,"Freshness Guaranteed Original Coleslaw, 15 oz",Truck,1.86,79.61,709
160581633,"Freshness Guaranteed Original Coleslaw, 15 oz",Train,1.2,89.01,710
160581633,"Freshness Guaranteed Original Coleslaw, 15 oz",Air,9.12,126.21,711
812222492,"Freshness Guaranteed Deviled Egg Potato Salad, 32 oz",Truck,1.37,97.68,712
812222492,"Freshness Guaranteed Deviled Egg Potato Salad, 32 oz",Train,2.25,177.84,713
812222492,"Freshness Guaranteed Deviled Egg Potato Salad, 32 oz",Air,6.03,153.97,714
133236280,"Freshness Guaranteed Original Potato Salad, 32 Oz",Truck,1.47,96.99,715
133236280,"Freshness Guaranteed Original Potato Salad, 32 Oz",Train,0.81,150.04,716
133236280,"Freshness Guaranteed Original Potato Salad, 32 Oz",Air,5.47,62.08,717
708153641,"Marketside Chicken Caesar Salad, (Fresh Deli Salad)",Truck,2.22,49.12,718
708153641,"Marketside Chicken Caesar Salad, (Fresh Deli Salad)",Train,1.37,36.43,719
708153641,"Marketside Chicken Caesar Salad, (Fresh Deli Salad)",Air,5.94,151.97,720
375703627,"Marketside Avocado Ranch Salad with Chicken, 7.45 oz",Truck,2.81,177.9,721
375703627,"Marketside Avocado Ranch Salad with Chicken, 7.45 oz",Train,2.23,177.47,722
375703627,"Marketside Avocado Ranch Salad with Chicken, 7.45 oz",Air,5.17,162.5,723
128485726,"Marketside Spinach Dijon Salad, 4.9 oz",Truck,2.06,105.04,724
128485726,"Marketside Spinach Dijon Salad, 4.9 oz",Train,1.97,116.95,725
128485726,"Marketside Spinach Dijon Salad, 4.9 oz",Air,6.52,175.52,726
23591076,"Santa Barbara Bay Crab Salad, 14 oz",Truck,1.27,53.7,727
23591076,"Santa Barbara Bay Crab Salad, 14 oz",Train,1.85,108.26,728
23591076,"Santa Barbara Bay Crab Salad, 14 oz",Air,4.6,70.13,729
511972729,"Marketside BLT Salad with Turkey & Uncured Bacon, 6.81 oz",Truck,2.21,132.88,730
511972729,"Marketside BLT Salad with Turkey & Uncured Bacon, 6.81 oz",Train,1.48,163.73,731
511972729,"Marketside BLT Salad with Turkey & Uncured Bacon, 6.81 oz",Air,7.25,33.74,732
632648002,"CELSIUS On-The-Go Essential Energy Powder Packs, Dragonfruit Lime (Pack of 14)",Truck,1.98,63.01,733
632648002,"CELSIUS On-The-Go Essential Energy Powder Packs, Dragonfruit Lime (Pack of 14)",Train,2.33,151.83,734
632648002,"CELSIUS On-The-Go Essential Energy Powder Packs, Dragonfruit Lime (Pack of 14)",Air,9.37,50.21,735
426178688,"Monster Energy Ultra Sunrise, Sugar Free Energy Drink, 16 fl oz, 12 Pack",Truck,1.64,111.85,736
426178688,"Monster Energy Ultra Sunrise, Sugar Free Energy Drink, 16 fl oz, 12 Pack",Train,1.41,53.54,737
426178688,"Monster Energy Ultra Sunrise, Sugar Free Energy Drink, 16 fl oz, 12 Pack",Air,9.29,131.23,738
216963997,"V8 +SPARKLING ENERGY Orange Pineapple Energy Drink, 11.5 FL OZ (24 Pk)",Truck,1.43,140.1,739
216963997,"V8 +SPARKLING ENERGY Orange Pineapple Energy Drink, 11.5 FL OZ (24 Pk)",Train,2.16,36.25,740
216963997,"V8 +SPARKLING ENERGY Orange Pineapple Energy Drink, 11.5 FL OZ (24 Pk)",Air,8.27,102.97,741
384851526,"Bucked Up Energy Drink, 300mg Caffeine, Blood Razz, 16 fl oz",Truck,1.19,60.65,742
384851526,"Bucked Up Energy Drink, 300mg Caffeine, Blood Razz, 16 fl oz",Train,1.52,62.85,743
384851526,"Bucked Up Energy Drink, 300mg Caffeine, Blood Razz, 16 fl oz",Air,7.09,90.97,744
14532503,"Starbucks Doubleshot Energy Vanilla Coffee Energy Drink, 15 oz Can",Truck,2.2,31.34,745
14532503,"Starbucks Doubleshot Energy Vanilla Coffee Energy Drink, 15 oz Can",Train,1.2,28.7,746
14532503,"Starbucks Doubleshot Energy Vanilla Coffee Energy Drink, 15 oz Can",Air,8.39,85.06,747
789969432,"Red Bull Energy Drink, Coconut Berry, 12 Fl Oz",Truck,1.56,92.98,748
789969432,"Red Bull Energy Drink, Coconut Berry, 12 Fl Oz",Train,1.44,154.18,749
789969432,"Red Bull Energy Drink, Coconut Berry, 12 Fl Oz",Air,5.91,151.39,750
555823581,"V8 +SPARKLING ENERGY Black Cherry Energy Drink, 11.5 FL OZ Can (Pack of 4)",Truck,1.76,130.34,751
555823581,"V8 +SPARKLING ENERGY Black Cherry Energy Drink, 11.5 FL OZ Can (Pack of 4)",Train,1.27,173.68,752
555823581,"V8 +SPARKLING ENERGY Black Cherry Energy Drink, 11.5 FL OZ Can (Pack of 4)",Air,5.25,27.94,753
23382652,"Eternal Energy Premium Energy Shot, Tropical Punch, 1.93 fl oz, 6 Count",Truck,1.39,166.75,754
23382652,"Eternal Energy Premium Energy Shot, Tropical Punch, 1.93 fl oz, 6 Count",Train,2.41,64.19,755
23382652,"Eternal Energy Premium Energy Shot, Tropical Punch, 1.93 fl oz, 6 Count",Air,9.4,28.42,756
126596791,"Monster Energy Ultra Fiesta, Ultra Fiesta, 16 oz. (Pack of 4)",Truck,2.43,166.27,757
126596791,"Monster Energy Ultra Fiesta, Ultra Fiesta, 16 oz. (Pack of 4)",Train,1.1,25.99,758
126596791,"Monster Energy Ultra Fiesta, Ultra Fiesta, 16 oz. (Pack of 4)",Air,5.06,37.14,759
721440200,"Kill Cliff Ignite Smashing Citrus, 12oz CLEAN ENERGY DRINK",Truck,2.99,157.76,760
721440200,"Kill Cliff Ignite Smashing Citrus, 12oz CLEAN ENERGY DRINK",Train,1.74,182.06,761
721440200,"Kill Cliff Ignite Smashing Citrus, 12oz CLEAN ENERGY DRINK",Air,9.39,132.18,762
147922155,"Rockstar Recovery Orange with Electrolytes Energy Drink, 16 oz Can",Truck,2.83,71.67,763
147922155,"Rockstar Recovery Orange with Electrolytes Energy Drink, 16 oz Can",Train,1.2,198.68,764
147922155,"Rockstar Recovery Orange with Electrolytes Energy Drink, 16 oz Can",Air,8.68,22.46,765
541865901,"Monster Energy Lo-Carb, Energy Drink, 16 fl oz, 12 Pack",Truck,2.16,178.3,766
541865901,"Monster Energy Lo-Carb, Energy Drink, 16 fl oz, 12 Pack",Train,1.69,74.87,767
541865901,"Monster Energy Lo-Carb, Energy Drink, 16 fl oz, 12 Pack",Air,6.39,155.91,768
51871250,"Juice Monster Pipeline Punch, Energy + Juice, 16 fl oz",Truck,1.63,98.09,769
51871250,"Juice Monster Pipeline Punch, Energy + Juice, 16 fl oz",Train,2.49,62.54,770
51871250,"Juice Monster Pipeline Punch, Energy + Juice, 16 fl oz",Air,8.81,172.53,771
313216488,"Monster Ultra Paradise, 16 Fl Oz",Truck,2.94,194.78,772
313216488,"Monster Ultra Paradise, 16 Fl Oz",Train,2.31,53.47,773
313216488,"Monster Ultra Paradise, 16 Fl Oz",Air,6.87,153.39,774
840690786,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Fuji Apple Pear (Single Can)",Truck,2.84,158.63,775
840690786,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Fuji Apple Pear (Single Can)",Train,0.86,33.62,776
840690786,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Fuji Apple Pear (Single Can)",Air,5.64,155.15,777
492447221,"Bang Sour Heads Energy Drink with Super Creatine, 16 oz Can",Truck,1.58,55.95,778
492447221,"Bang Sour Heads Energy Drink with Super Creatine, 16 oz Can",Train,2.15,95.68,779
492447221,"Bang Sour Heads Energy Drink with Super Creatine, 16 oz Can",Air,6.87,81.92,780
45733432,"Red Bull Energy Drink, Blueberry, 12 Fl Oz",Truck,1.47,93.58,781
45733432,"Red Bull Energy Drink, Blueberry, 12 Fl Oz",Train,2.01,110.25,782
45733432,"Red Bull Energy Drink, Blueberry, 12 Fl Oz",Air,7.89,37.43,783
608101554,"Alani Nu Sugar-Free Energy Drink, Cosmic Stardust, 12 oz Cans (Pack of 6)",Truck,1.31,180.74,784
608101554,"Alani Nu Sugar-Free Energy Drink, Cosmic Stardust, 12 oz Cans (Pack of 6)",Train,1.32,158.36,785
608101554,"Alani Nu Sugar-Free Energy Drink, Cosmic Stardust, 12 oz Cans (Pack of 6)",Air,7.38,134.46,786
592611238,"Starbucks Tripleshot Energy Mocha Extra Strength Coffee Energy Drink, 15 oz Can",Truck,2.38,199.63,787
592611238,"Starbucks Tripleshot Energy Mocha Extra Strength Coffee Energy Drink, 15 oz Can",Train,0.88,159.96,788
592611238,"Starbucks Tripleshot Energy Mocha Extra Strength Coffee Energy Drink, 15 oz Can",Air,4.65,131.39,789
36716922,"Monster Zero Ultra, 16 fl oz",Truck,1.5,44.63,790
36716922,"Monster Zero Ultra, 16 fl oz",Train,2.49,195.29,791
36716922,"Monster Zero Ultra, 16 fl oz",Air,6.46,191.88,792
108931301,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Orange (Single)",Truck,2.21,197.64,793
108931301,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Orange (Single)",Train,2.34,50.59,794
108931301,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Orange (Single)",Air,8.58,167.67,795
948672963,"Bucked Up Energy Drink, 300mg Caffeine, Mango Tango, 16 fl oz",Truck,2.3,196.43,796
948672963,"Bucked Up Energy Drink, 300mg Caffeine, Mango Tango, 16 fl oz",Train,0.87,137.03,797
948672963,"Bucked Up Energy Drink, 300mg Caffeine, Mango Tango, 16 fl oz",Air,4.51,53.84,798
656619300,"Monster Energy Ultra Watermelon, Sugar Free Energy Drink, 16 fl oz, 4 Pack",Truck,2.09,132.84,799
656619300,"Monster Energy Ultra Watermelon, Sugar Free Energy Drink, 16 fl oz, 4 Pack",Train,1.32,147.67,800
656619300,"Monster Energy Ultra Watermelon, Sugar Free Energy Drink, 16 fl oz, 4 Pack",Air,6.5,106.74,801
413214729,"Rockstar Original Energy Drink, 16 fl oz",Truck,2.25,128.84,802
413214729,"Rockstar Original Energy Drink, 16 fl oz",Train,2.23,28.92,803
413214729,"Rockstar Original Energy Drink, 16 fl oz",Air,5.52,87.35,804
704278391,"C4 Ultimate + Arctic Snow Cone + Energy Drink + Pump + Performance + 16 oz, Single Can",Truck,1.43,148.28,805
704278391,"C4 Ultimate + Arctic Snow Cone + Energy Drink + Pump + Performance + 16 oz, Single Can",Train,1.32,122.99,806
704278391,"C4 Ultimate + Arctic Snow Cone + Energy Drink + Pump + Performance + 16 oz, Single Can",Air,5.96,65.95,807
974614417,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Watermelon (Single Can)",Truck,1.42,161.54,808
974614417,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Watermelon (Single Can)",Train,0.98,29.63,809
974614417,"CELSIUS Essential Energy Drink 12 Fl Oz, Sparkling Watermelon (Single Can)",Air,7.67,20.48,810
21048453,"Starbucks Doubleshot Energy White Chocolate Coffee Energy Drink, 15 oz Can",Truck,3.0,158.04,811
21048453,"Starbucks Doubleshot Energy White Chocolate Coffee Energy Drink, 15 oz Can",Train,1.51,159.09,812
21048453,"Starbucks Doubleshot Energy White Chocolate Coffee Energy Drink, 15 oz Can",Air,9.34,35.58,813
646466156,"ZOA Energy Drink, Pineapple Coconut, Zero Sugar, 16 Fl oz.",Truck,2.84,24.65,814
646466156,"ZOA Energy Drink, Pineapple Coconut, Zero Sugar, 16 Fl oz.",Train,1.93,156.48,815
646466156,"ZOA Energy Drink, Pineapple Coconut, Zero Sugar, 16 Fl oz.",Air,9.91,187.33,816
123527363,"NOS High Performance Energy Drink, 16 fl oz",Truck,2.95,167.8,817
123527363,"NOS High Performance Energy Drink, 16 fl oz",Train,1.9,168.56,818
123527363,"NOS High Performance Energy Drink, 16 fl oz",Air,7.56,119.88,819
548937204,"ZOA Energy Drink, Wild Orange, Zero Sugar, 16 Fl oz.",Truck,1.09,151.35,820
548937204,"ZOA Energy Drink, Wild Orange, Zero Sugar, 16 Fl oz.",Train,2.16,151.94,821
548937204,"ZOA Energy Drink, Wild Orange, Zero Sugar, 16 Fl oz.",Air,5.69,116.18,822
554178741,"Starbucks Tripleshot Energy Caramel Extra Strength Coffee Energy Drink, 15 oz Can",Truck,1.01,97.62,823
554178741,"Starbucks Tripleshot Energy Caramel Extra Strength Coffee Energy Drink, 15 oz Can",Train,2.01,92.25,824
554178741,"Starbucks Tripleshot Energy Caramel Extra Strength Coffee Energy Drink, 15 oz Can",Air,7.27,158.7,825
126229248,Starbucks Tripleshot Energy Zero Sugar Vanilla Extra Strength Coffee Energy Drink 15 oz Can,Truck,2.27,191.45,826
126229248,Starbucks Tripleshot Energy Zero Sugar Vanilla Extra Strength Coffee Energy Drink 15 oz Can,Train,1.72,119.41,827
126229248,Starbucks Tripleshot Energy Zero Sugar Vanilla Extra Strength Coffee Energy Drink 15 oz Can,Air,8.16,181.92,828
584597220,"Starbucks Tripleshot Energy French Vanilla Extra Strength Coffee Energy Drink, 15 oz Can",Truck,1.07,44.64,829
584597220,"Starbucks Tripleshot Energy French Vanilla Extra Strength Coffee Energy Drink, 15 oz Can",Train,1.45,148.89,830
584597220,"Starbucks Tripleshot Energy French Vanilla Extra Strength Coffee Energy Drink, 15 oz Can",Air,6.46,180.0,831
10533124,"Red Bull Energy Drink, Sugar Free, 12 Fl Oz",Truck,2.27,61.31,832
10533124,"Red Bull Energy Drink, Sugar Free, 12 Fl Oz",Train,1.15,106.66,833
10533124,"Red Bull Energy Drink, Sugar Free, 12 Fl Oz",Air,9.79,192.71,834
14532501,"Starbucks Doubleshot Energy Mocha Coffee Energy Drink, 15 oz Can",Truck,1.28,74.23,835
14532501,"Starbucks Doubleshot Energy Mocha Coffee Energy Drink, 15 oz Can",Train,1.84,44.22,836
14532501,"Starbucks Doubleshot Energy Mocha Coffee Energy Drink, 15 oz Can",Air,7.04,135.21,837
28774189,"Celsius Sparkling Energy Drink  No Sugar or Preservatives  Orange (4 Drinks, 12 Fl Oz. Each)",Truck,1.96,115.1,838
28774189,"Celsius Sparkling Energy Drink  No Sugar or Preservatives  Orange (4 Drinks, 12 Fl Oz. Each)",Train,1.35,190.4,839
28774189,"Celsius Sparkling Energy Drink  No Sugar or Preservatives  Orange (4 Drinks, 12 Fl Oz. Each)",Air,5.66,80.99,840
37846244,"Malta Goya Malt Beverage, 7 fl oz, 10 count",Truck,1.42,168.84,841
37846244,"Malta Goya Malt Beverage, 7 fl oz, 10 count",Train,2.12,167.27,842
37846244,"Malta Goya Malt Beverage, 7 fl oz, 10 count",Air,9.95,27.32,843
793311375,"Kill Cliff Ignite Cherry Lime Grenade, 12oz CLEAN ENERGY DRINK",Truck,2.41,181.95,844
793311375,"Kill Cliff Ignite Cherry Lime Grenade, 12oz CLEAN ENERGY DRINK",Train,1.59,180.01,845
793311375,"Kill Cliff Ignite Cherry Lime Grenade, 12oz CLEAN ENERGY DRINK",Air,8.62,20.31,846
853690356,"Bucked Up Big Game Energy Drink, Sour Gummy, 16 fl oz, 150 mg Caffeine",Truck,1.59,45.77,847
853690356,"Bucked Up Big Game Energy Drink, Sour Gummy, 16 fl oz, 150 mg Caffeine",Train,2.12,120.16,848
853690356,"Bucked Up Big Game Energy Drink, Sour Gummy, 16 fl oz, 150 mg Caffeine",Air,5.66,128.2,849
22210629,"POWERADE Zero Sugar Fruit Punch, ION4 Electrolyte Enhanced Fruit Flavored Zero Sugar Zero Calorie Sports Drink, 20 fl oz, 8 Pack",Truck,2.4,103.71,850
22210629,"POWERADE Zero Sugar Fruit Punch, ION4 Electrolyte Enhanced Fruit Flavored Zero Sugar Zero Calorie Sports Drink, 20 fl oz, 8 Pack",Train,2.09,193.64,851
